Depth, sediment [m]	AGE [ka BP]	Betula sect. Albae [#]	Larix [#]	Picea [#]	Pinus subgenus Diploxylon [#]	Pinaceae [#]	Betula sect. nanae [#]	Duschekia fruticosa [#]	Ephedra [#]	Ericales [#]	Ericales empetrum [#]	Ericales vaccinium [#]	Juniperus [#]	Pinus subgenus Haploxylon [#]	Ribes [#]	Salix [#]	Cyperaceae [#]	Poaceae [#]	Apiaceae [#]	Armeria [#]	Artemisia [#]	Asteraceae subfam. Asteroideae indeterminata [#]	Asteraceae subfam. Asteroideae matricaria [#]	Asteraceae subfam. Asteroideae saussurea [#]	Asteraceae subfam. Asteroideae senecio [#]	Asteraceae subfam. Cichorioideae [#]	Brassicaceae [#]	Caryophyllaceae indeterminata [#]	Caryophyllaceae cerastium [#]	Caryophyllaceae gypsophila [#]	Caryophyllaceae minuartia [#]	Caryophyllaceae stellaria holostea [#]	Chenopodiaceae [#]	Cuscuta [#]	Drosera [#]	Epilobium [#]	Fabaceae [#]	Galium [#]	Gentianaceae [#]	Geraniaceae [#]	Pollen, Indeterminata [#]	Lamiaceae [#]	Lamiaceae galeopsis [#]	Liliaceae [#]	Linum [#]	Papaveraceae [#]	Plantago [#]	Polemonium [#]	Polygonaceae [#]	Polygonaceae polygonum bistorta [#]	Polygonaceae polygonum viviparum [#]	Polygonaceae rumex [#]	Primulaceae [#]	Ranunculaceae [#]	Ranunculaceae pulsatilla [#]	Ranunculaceae thalictrum [#]	Rosaceae [#]@minus operc.	Rosaceae [#]@plus operc.	Rosaceae dryas [#]	Rosaceae potentilla [#]	Rosaceae sanguisorba officinalis [#]	Rutaceae [#]	Scrophulariaceae [#]	Scrophulariaceae pedicularis [#]	Saxifragaceae [#]	Valeriana  [#]	Valerianella [#]	Myriophyllum [#]	Potamogeton [#]	Botrychium [#]	Cystopteris fragilis [#]	Dryopteris filix-mas [#]	Encalypta [#]	Equisetum [#]	Huperzia selago [#]	Isoetes [#]	Lycopodium annotinum [#]	Lycopodium clavatum [#]	Osmundaceae [#]	Polypodiaceae [#]	Pteridium [#]	Riccia [#]	Selaginella rupestris [#]	Sphagnum [#]	Spores, trilete [#]	Woodsia-type [#]	Botryococcus [#]	Pediastrum [#]	Arcella [#]	Assulina muscorum [#]	Asco spore [#]	Copepoda spermatophore [#]	Delitschia [#]	cf. Endofragmiella sp. [#]	Gelasinospora sp. [#]	Geumannomyces [#]	Glomus [#]	Macrobiotus coronifer-islandicus [#]	Macrobiotus hufelandii [#]	Microthyrium sp. [#]	Podospora [#]	scalariform perforation plate [#]	Sordariales [#]	Spirogyra sp. [#]	Sporomiella [#]	Sporomiella spore [#]	Stomata [#]	Thekaphora [#]	Conifer-Tracheids [#]	Trichocladium asperum [#]	Pollen, indeterminata [#]@Type 8C	Pollen, indeterminata [#]@Type 74	Pollen, indeterminata [#]@Type 119	Pollen, indeterminata [#]@Type 187B	Pollen, indeterminata [#]@Type 225	Pollen, indeterminata [#]@Type 307B	Pollen, indeterminata [#]@Type 354	Pollen, indeterminata [#]@U2	Pollen, indeterminata [#]@U2a	Zoomorpha remains [#]	Chironomids [#]	Zygnemataceae [#]	Spores redeposited [#]	Betula redeposited [#]	Pinus redeposited [#]	Pollen total [#]	Marker, added [#]	Pollen per unit sediment mass [#/g]
3.97	29.497	2	1	0	0	0	22	3	0	0	0	0	0	0	0	1	60	80	0	2	20	0	1	4	1	14	6	6	3	1	0	0	4	0	1	0	4	0	0	0	13	0	0	0	0	3	1	0	1	0	0	1	12	11	0	8	0	3	1	0	0	0	25	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	19	1	0	0	8	2	0	0	8	0	6	0	0	3	0	0	0	0	0	10	5	0	0	89	0	0	2	0	0	0	0	0	20	0	0	0	1	15	5	8	0	0	0	319	294	5150
4.07	29.675	0	1	0	0	3	2	1	0	0	0	0	0	0	0	0	169	109	0	0	36	0	0	2	4	18	0	21	0	0	0	2	0	0	0	0	0	0	0	0	15	1	0	0	0	3	0	1	5	0	0	0	1	12	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	20	0	0	0	5	19	0	0	0	0	0	0	0	0	9	0	0	2	0	19	1	0	0	3	0	1	1	0	0	0	0	0	0	0	1	0	1	29	5	24	0	0	1	413	602	3256
4.12	29.763	0	7	0	0	4	1	1	0	0	0	0	0	0	0	0	164	76	0	0	36	0	0	1	3	7	0	13	0	0	0	0	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	1	16	0	1	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	31	1	0	0	8	28	0	0	0	0	1	0	0	0	3	0	0	0	1	9	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	27	2	10	0	0	0	352	559	2989
4.27	30.03	2	0	0	1	0	21	7	0	0	4	0	0	0	0	11	62	97	2	0	56	0	11	10	5	7	26	21	10	0	0	0	3	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	3	16	8	0	12	6	0	0	0	1	0	24	0	3	3	0	0	4	0	0	0	0	0	2	0	0	0	0	4	0	0	19	2	0	0	4	2	0	0	0	0	4	0	0	0	0	0	0	5	7	10	2	0	0	55	0	0	4	0	0	0	0	0	3	0	0	0	0	21	9	8	0	0	2	448	460	4622
4.32	30.118	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	130	83	0	0	36	0	3	1	0	13	1	12	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	2	0	0	0	0	4	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	0	0	0	8	33	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	31	4	9	0	0	0	303	723	1989
4.42	30.296	0	3	0	3	5	14	0	0	1	0	0	0	0	0	0	71	90	0	0	69	1	0	1	2	13	1	11	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	4	3	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	3	0	6	15	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	8	0	0	3	1	0	0	0	0	0	0	0	1	2	27	4	4	0	0	1	322	834	1832
4.52	30.473	0	1	0	1	1	23	13	0	0	1	0	0	0	0	8	46	67	1	0	38	0	2	0	2	5	11	7	8	0	0	0	4	0	0	1	1	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0	22	0	0	16	0	1	0	0	0	0	8	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	16	0	0	0	3	0	0	0	10	0	1	0	0	3	0	0	0	0	0	19	6	0	5	116	0	0	1	2	0	0	0	0	0	0	4	0	0	3	0	8	0	0	0	300	308	4623
4.62	30.651	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	127	51	0	0	66	0	2	1	2	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	10	0	1	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	21	0	3	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	19	5	1	0	0	0	306	892	1628
4.72	30.828	0	2	0	0	5	3	0	0	3	0	0	0	0	0	4	183	118	0	0	45	0	1	1	1	9	0	16	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	2	0	2	0	0	0	2	12	0	1	0	3	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	32	0	0	0	5	11	0	0	0	0	0	0	0	0	2	0	0	1	0	38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	21	3	11	0	0	0	434	591	3485
4.82	31.006	0	17	0	1	1	4	0	0	2	0	0	0	1	0	0	157	97	0	1	22	0	2	0	1	10	1	18	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	18	0	1	0	2	5	1	0	0	0	0	0	0	0	0	0	0	2	0	21	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	20	0	20	0	0	0	352	496	3368
4.92	31.183	4	0	0	0	1	59	10	0	0	0	0	0	0	0	22	147	185	1	0	49	0	0	0	1	2	9	9	6	0	0	0	3	0	0	1	2	0	0	0	15	1	3	0	0	1	0	0	3	1	0	1	3	2	0	10	1	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	22	1	0	0	8	0	0	0	0	0	0	0	1	2	0	0	0	2	0	35	7	0	6	128	0	0	0	2	0	0	0	0	0	0	3	0	4	1	0	5	0	0	0	572	340	7985
5.02	31.361	0	4	0	9	4	23	1	0	0	0	0	0	0	0	2	87	49	0	0	82	0	2	2	1	8	0	9	3	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	7	0	0	1	0	0	1	0	2	0	0	3	1	0	1	1	0	4	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	5	0	10	9	0	0	0	0	0	0	0	0	0	0	1	0	0	15	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	2	0	16	2	0	0	0	0	325	691	2232
5.12	31.539	0	10	0	0	3	1	3	0	3	0	0	0	0	0	0	158	89	0	0	27	0	1	2	3	8	0	25	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	1	0	0	3	0	0	0	1	21	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	41	0	0	0	8	11	0	0	0	0	0	0	0	0	1	0	0	0	0	34	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	5	0	17	1	16	0	0	0	372	365	4837
5.22	31.716	0	16	0	0	6	0	2	0	6	0	2	0	2	0	0	138	52	0	0	51	0	0	0	0	8	0	12	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	0	0	0	20	0	2	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	70	0	4	0	16	18	0	0	0	0	0	0	0	0	0	0	0	0	2	78	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	20	6	0	0	0	1	334	1416	1120
5.32	31.894	0	11	0	0	3	2	0	0	0	0	0	0	0	0	0	169	102	0	0	22	0	0	1	4	5	3	18	0	0	3	0	5	0	0	0	0	0	0	0	6	3	0	0	0	1	2	0	4	0	0	0	1	17	0	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	1	32	1	0	0	10	11	0	0	1	0	0	0	0	0	0	0	1	0	0	35	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	6	6	8	0	0	0	388	280	6577
5.42	32.054	0	5	0	1	1	1	0	0	2	0	0	0	0	0	1	146	85	1	0	49	0	0	1	4	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	3	0	0	0	2	10	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	29	0	0	0	14	4	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	19	4	1	1	0	0	352	747	2237
5.52	32.214	0	1	0	0	0	40	15	0	0	0	0	0	0	0	7	57	82	2	0	40	0	1	1	0	2	3	3	7	0	0	0	1	0	0	0	0	0	0	0	11	2	0	0	1	0	0	0	1	0	0	0	6	2	0	8	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	111	1	0	0	1	0	0	0	0	0	0	0	1	0	9	1	4	0	0	0	304	176	8198
5.62	32.374	0	8	0	0	0	17	10	0	0	0	1	0	0	0	1	194	91	0	0	25	0	1	2	2	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	0	0	8	0	3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	10	0	1	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	3	3	0	0	0	390	279	6635
5.72	32.534	0	8	0	0	1	27	10	0	3	1	2	0	0	0	0	142	141	0	0	38	0	0	3	0	3	0	16	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	3	1	0	0	1	12	0	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	30	1	0	0	58	6	0	0	0	0	0	0	0	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	19	4	11	0	0	0	426	307	6586
5.82	32.694	0	20	0	0	1	8	1	0	6	0	0	0	0	0	0	128	115	0	0	27	0	1	1	2	3	0	14	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	10	0	1	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	13	0	7	0	72	4	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	0	0	9	2	11	0	0	0	353	352	4760
5.92	32.855	2	0	0	0	0	93	50	0	0	0	3	0	0	0	12	103	173	1	0	63	0	0	0	6	3	7	2	1	0	0	0	1	0	0	1	0	0	0	0	4	1	1	0	0	0	0	0	5	2	0	0	1	8	0	8	0	2	0	1	2	0	7	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	9	3	0	0	17	0	0	0	0	0	0	0	1	1	0	0	0	0	0	26	6	0	0	306	0	0	1	0	0	0	0	0	0	0	0	0	3	8	4	1	0	0	0	569	94	28730
6.02	33.015	0	10	0	0	0	43	15	0	7	0	1	0	0	0	0	136	128	0	0	28	0	0	1	3	1	1	13	2	0	0	1	1	0	0	0	0	0	0	0	6	1	0	0	0	2	1	0	0	0	0	0	0	18	0	2	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	11	1	0	0	57	6	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	0	1	0	2	0	0	0	0	1	0	0	0	3	0	15	5	2	0	0	0	428	407	4991
6.12	33.175	2	6	0	0	0	168	82	0	1	0	1	0	0	0	0	83	118	0	0	15	0	0	0	1	2	0	8	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	4	0	0	0	0	8	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	2	0	0	161	8	0	0	0	0	0	0	0	0	1	0	1	0	1	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	5	0	0	2	513	164	14846
6.22	33.335	0	11	0	0	2	3	3	0	2	0	4	0	0	0	1	173	165	0	1	27	0	1	0	5	6	0	21	0	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	3	0	0	2	0	0	0	0	28	0	4	1	0	0	0	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	23	0	3	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	5	0	11	9	3	0	0	0	476	336	6724
6.32	33.495	1	5	0	0	0	27	2	0	0	2	0	0	0	0	14	102	186	0	0	33	0	0	0	3	2	4	9	3	0	0	4	1	0	0	0	2	0	0	0	10	0	0	0	0	1	0	0	2	0	0	0	0	9	0	3	0	0	2	0	0	0	1	2	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	1	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11	8	0	1	32	0	0	0	0	0	0	0	0	0	0	0	306	4	0	5	1	0	0	0	439	110	18942
6.42	33.655	0	3	0	0	0	34	14	0	3	0	1	0	0	0	0	123	137	0	1	25	0	1	1	3	2	2	14	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	16	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	10	0	0	0	61	26	0	0	0	0	0	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	10	6	2	1	0	0	393	177	10538
6.52	33.815	0	3	0	0	1	18	5	0	8	0	0	0	0	0	0	134	122	0	0	34	0	3	5	6	2	0	14	1	0	1	4	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	1	0	2	1	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	1	20	1	0	0	83	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	10	6	5	0	0	0	379	330	5451
6.62	33.975	0	6	0	0	0	8	11	0	1	0	3	0	1	0	1	215	203	1	0	54	0	1	0	5	4	1	29	0	0	0	1	0	0	0	3	1	0	0	0	8	0	0	0	0	2	2	0	3	1	0	1	0	16	0	3	0	0	0	0	5	0	0	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0	15	0	0	0	28	4	0	0	0	0	0	0	0	0	0	0	2	1	0	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	8	3	21	7	4	2	0	0	595	486	5811
6.67	34.055	0	0	0	0	0	47	14	0	8	1	0	0	0	0	1	140	127	0	0	24	0	3	0	0	1	0	22	0	1	0	5	0	0	0	0	2	0	0	0	5	2	0	0	0	0	0	1	8	0	0	0	1	12	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	15	1	0	0	141	1	0	0	0	0	0	1	0	0	0	0	0	0	0	23	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	11	1	6	2	5	0	0	0	430	380	5371
6.72	34.135	15	5	0	0	0	149	40	0	0	1	0	0	0	0	6	105	91	1	0	65	0	0	0	3	0	8	10	1	0	0	3	1	0	0	0	6	0	2	0	22	2	0	0	0	0	0	0	1	2	0	1	4	2	0	13	2	0	0	0	5	0	5	0	2	2	0	0	2	0	0	0	0	0	0	0	6	0	0	1	0	0	8	0	0	0	51	0	0	0	0	0	0	0	3	1	0	0	0	0	0	5	5	0	0	250	0	0	0	0	0	0	0	0	0	0	3	0	3	0	2	3	0	0	0	577	102	26849
6.77	34.215	0	8	0	0	1	11	4	0	1	0	0	0	1	0	0	156	188	0	0	23	0	1	0	2	4	0	13	0	0	1	1	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	4	0	0	0	0	8	0	1	1	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	9	0	0	0	56	7	0	0	1	0	0	0	0	0	1	0	0	0	0	29	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	6	0	4	3	8	0	0	0	443	235	8947
6.87	34.376	3	5	0	0	0	94	10	0	0	2	7	0	0	0	13	105	143	1	0	42	0	0	0	0	2	16	12	3	0	0	1	0	0	0	2	0	0	0	0	8	1	0	0	0	0	0	0	8	0	0	0	21	0	0	6	1	0	0	0	0	0	5	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	26	0	0	0	19	0	0	0	0	0	2	0	0	1	0	0	0	0	0	16	10	0	0	345	0	0	0	0	0	0	0	0	0	0	2	0	0	10	4	0	0	0	0	518	270	9106
6.97	34.536	0	18	0	0	0	133	13	0	2	0	1	0	0	0	1	96	106	0	0	21	0	1	0	4	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	2	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	11	1	0	0	93	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	2	4	1	0	0	0	426	187	10812
